5.050600000000000023e+01,5.000000000000000104e-03
4.364200000000000301e+01,1.099999999999999936e-02
5.440100000000000335e+01,3.000000000000000062e-03
4.391700000000000159e+01,4.000000000000000083e-03
1.474039999999999964e+02,1.799999999999999864e-02
5.046070000000000277e+02,1.400000000000000029e-02
7.678010000000000446e+02,0.000000000000000000e+00
5.992430000000000518e+02,0.000000000000000000e+00
1.460769999999999982e+02,1.000000000000000021e-03
2.195120000000000005e+02,2.000000000000000042e-02
6.880899999999999750e+01,5.000000000000000104e-03
4.286990000000000123e+02,1.799999999999999864e-02
1.653139999999999930e+02,1.000000000000000021e-02
2.611840000000000259e+02,5.000000000000000104e-03
3.602629999999999768e+02,2.000000000000000042e-03
8.100309999999999491e+02,2.100000000000000130e-02
8.741000000000000227e+02,1.000000000000000021e-03
7.190240000000000009e+02,5.000000000000000104e-03
6.548369999999999891e+02,1.000000000000000021e-02
5.629080000000000155e+02,1.200000000000000025e-02
5.708379999999999654e+02,5.000000000000000104e-03
9.279740000000000464e+02,1.000000000000000021e-02
